Distance_m,Water depth (cm),Thaw depth (cm),Vegetation height (cm),Vegetation type,Micro- relief,Latitude,Longitude,Date,site_id,Table,Transect,Microrelief
168,0,42,21,U4,FC,70.23175446,-148.4523143,8/23/21,NIRPO_T6,A3.3,T6,
169,0,35,13,U4,FC,70.23175290152678,-148.4523404,8/23/21,NIRPO_T6,A3.3,T6,
170,0,38,16,U4,FC,70.23175134440966,-148.4523665,8/23/21,NIRPO_T6,A3.3,T6,
171,0,40,22,U4,FC,70.23174978728876,-148.4523925,8/23/21,NIRPO_T6,A3.3,T6,
172,0,39,24,U4,FC,70.23174823,-148.4524186,8/23/21,NIRPO_T6,A3.3,T6,
173,0,38,14,U4,FC,70.23174667303564,-148.4524447,8/23/21,NIRPO_T6,A3.3,T6,
174,0,34,14,U4,FC,70.23174511590341,-148.4524708,8/23/21,NIRPO_T6,A3.3,T6,
175,0,49,15,U3,R,70.23174355876739,-148.4524969,8/23/21,NIRPO_T6,A3.3,T6,
176,0,45,13,U3,R,70.231742,-148.4525229,8/23/21,NIRPO_T6,A3.3,T6,
177,0,36,7,U4,T,70.23174044,-148.452549,8/23/21,NIRPO_T6,A3.3,T6,
178,0,47,22,U3,R,70.23173888733665,-148.4525751,8/23/21,NIRPO_T6,A3.3,T6,
179,0,44,17,U4,R,70.23173733,-148.4526012,8/23/21,NIRPO_T6,A3.3,T6,
180,0,50,18,U4,R,70.23173577303058,-148.4526273,8/23/21,NIRPO_T6,A3.3,T6,
181,0,50,28,U4,R,70.23173421587188,-148.4526533,8/23/21,NIRPO_T6,A3.3,T6,
182,0,45,25,M2,T,70.23173265870939,-148.4526794,8/23/21,NIRPO_T6,A3.3,T6,
183,0,48,22,U4,R,70.23173110154312,-148.4527055,8/23/21,NIRPO_T6,A3.3,T6,
184,0,49,23,U4,R,70.23172954437307,-148.4527316,8/23/21,NIRPO_T6,A3.3,T6,
185,0,44,17,M2,T,70.23172798719924,-148.4527576,8/23/21,NIRPO_T6,A3.3,T6,
186,0,46,12,U4,R,70.23172643002162,-148.4527837,8/23/21,NIRPO_T6,A3.3,T6,
187,0,46,17,U4,R,70.23172487284023,-148.4528098,8/23/21,NIRPO_T6,A3.3,T6,
188,0,45,22,M2,FC,70.23172331565507,-148.4528359,8/23/21,NIRPO_T6,A3.3,T6,
189,0,51,22,M2,FC,70.23172175846611,-148.452862,8/23/21,NIRPO_T6,A3.3,T6,
190,0,53,18,M2,FC,70.23172020127338,-148.452888,8/23/21,NIRPO_T6,A3.3,T6,
191,0,57,21,M2,FC,70.23171864407686,-148.4529141,8/23/21,NIRPO_T6,A3.3,T6,
192,0,54,22,M2,FC,70.23171708687656,-148.4529402,8/23/21,NIRPO_T6,A3.3,T6,
193,0,52,19,M2,FC,70.23171552967247,-148.4529663,8/23/21,NIRPO_T6,A3.3,T6,
194,0,50,17,M2,FC,70.23171397246462,-148.4529924,8/23/21,NIRPO_T6,A3.3,T6,
195,0,46,23,M2,FC,70.23171241525297,-148.4530184,8/23/21,NIRPO_T6,A3.3,T6,
196,0,43,24,U4,R,70.23171085803756,-148.4530445,8/23/21,NIRPO_T6,A3.3,T6,
197,0,45,23,U4,FC,70.23170930081835,-148.4530706,8/23/21,NIRPO_T6,A3.3,T6,
198,0,64,28,U4,FC,70.23170774359536,-148.4530967,8/23/21,NIRPO_T6,A3.3,T6,
199,29,51,10,E1,P,70.23170619,-148.4531227,8/23/21,NIRPO_T6,A3.3,T6,
200,36,50,35,W,P,70.23170462913805,-148.4531488,8/23/21,NIRPO_T6,A3.3,T6,
0,0,42,12,U4,R,70.230822,-148.442528,8/23/21,NIRPO_T7,A3.3,T7,
1,0,42,13,U4,R,70.23081893433826,-148.4425529,8/23/21,NIRPO_T7,A3.3,T7,
2,0,40,7,M2,T,70.23081586867308,-148.4425778,8/23/21,NIRPO_T7,A3.3,T7,
3,0,46,14,U4,R,70.23081280300445,-148.4426027,8/23/21,NIRPO_T7,A3.3,T7,
4,0,45,10,U4,R,70.23080973733238,-148.4426275,8/23/21,NIRPO_T7,A3.3,T7,
5,0,37,14,U4,R,70.23080667165686,-148.4426524,8/23/21,NIRPO_T7,A3.3,T7,
6,0,33,5,U4,R,70.23080360597791,-148.4426773,8/23/21,NIRPO_T7,A3.3,T7,
7,0,36,14,U4,R,70.23080054,-148.4427022,8/23/21,NIRPO_T7,A3.3,T7,
8,0,42,7,U4,R,70.23079747460966,-148.4427271,8/23/21,NIRPO_T7,A3.3,T7,
9,0,39,10,U4,R,70.23079440892037,-148.4427519,8/23/21,NIRPO_T7,A3.3,T7,
10,0,42,11,U4,R,70.23079134322765,-148.4427768,8/23/21,NIRPO_T7,A3.3,T7,
11,0,45,13,U4,R,70.23078827753147,-148.4428017,8/23/21,NIRPO_T7,A3.3,T7,
12,0,42,9,U4,R,70.23078521183184,-148.4428266,8/23/21,NIRPO_T7,A3.3,T7,
13,0,45,12,U4,R,70.23078214612879,-148.4428515,8/23/21,NIRPO_T7,A3.3,T7,
14,0,43,11,U4,R,70.23077908042228,-148.4428764,8/23/21,NIRPO_T7,A3.3,T7,
15,0,44,12,U4,R,70.23077601471232,-148.4429012,8/23/21,NIRPO_T7,A3.3,T7,
16,0,39,8,U4,R,70.23077294899895,-148.4429261,8/23/21,NIRPO_T7,A3.3,T7,
17,0,41,15,U4,R,70.23076988328211,-148.442951,8/23/21,NIRPO_T7,A3.3,T7,
18,0,45,10,M2,T,70.23076681756183,-148.4429759,8/23/21,NIRPO_T7,A3.3,T7,
19,0,47,14,U4,R,70.23076375,-148.4430008,8/23/21,NIRPO_T7,A3.3,T7,
20,0,55,10,U4,R,70.23076068611093,-148.4430257,8/23/21,NIRPO_T7,A3.3,T7,
21,0,48,15,U4,R,70.23075762038033,-148.4430505,8/23/21,NIRPO_T7,A3.3,T7,
22,0,37,10,U4,R,70.23075455464627,-148.4430754,8/23/21,NIRPO_T7,A3.3,T7,
23,0,41,13,U4,R,70.23075148890878,-148.4431003,8/23/21,NIRPO_T7,A3.3,T7,
24,0,31,5,U4,R,70.23074842316784,-148.4431252,8/23/21,NIRPO_T7,A3.3,T7,
25,0,34,4,U4,R,70.23074535742344,-148.4431501,8/23/21,NIRPO_T7,A3.3,T7,
26,0,39,5,U4,R,70.23074229167563,-148.443175,8/23/21,NIRPO_T7,A3.3,T7,
27,0,42,3,U4,R,70.23073922592435,-148.4431998,8/23/21,NIRPO_T7,A3.3,T7,
28,0,59,4,U4,R,70.23073616016964,-148.4432247,8/23/21,NIRPO_T7,A3.3,T7,
29,0,66,16,U4,R,70.23073309441148,-148.4432496,8/23/21,NIRPO_T7,A3.3,T7,
30,9,71,21,E1,T,70.23073002864989,-148.4432745,8/23/21,NIRPO_T7,A3.3,T7,
31,11,55,25,E1,T,70.23072696288484,-148.4432994,8/23/21,NIRPO_T7,A3.3,T7,
32,20,44,36,E1,T,70.23072389711635,-148.4433243,8/23/21,NIRPO_T7,A3.3,T7,
33,0,37,10,U4,R,70.23072083134443,-148.4433491,8/23/21,NIRPO_T7,A3.3,T7,
34,0,49,20,U4,LC,70.23071776556905,-148.443374,8/23/21,NIRPO_T7,A3.3,T7,
35,0,48,10,M2,LC,70.23071469979023,-148.4433989,8/23/21,NIRPO_T7,A3.3,T7,
36,3,51,15,M4,LC,70.23071163400797,-148.4434238,8/23/21,NIRPO_T7,A3.3,T7,
37,5,50,15,M4,LC,70.23070856822227,-148.4434487,8/23/21,NIRPO_T7,A3.3,T7,
38,5,53,17,M4,LC,70.23070550243312,-148.4434736,8/23/21,NIRPO_T7,A3.3,T7,
39,8,52,10,M4,LC,70.23070243664053,-148.4434984,8/23/21,NIRPO_T7,A3.3,T7,
40,9,50,16,M4,LC,70.23069937084449,-148.4435233,8/23/21,NIRPO_T7,A3.3,T7,
41,6,50,11,M4,LC,70.23069630504502,-148.4435482,8/23/21,NIRPO_T7,A3.3,T7,
42,6,50,15,M4,LC,70.23069324,-148.4435731,8/23/21,NIRPO_T7,A3.3,T7,
43,0,53,8,M2,LC,70.23069017343573,-148.443598,8/23/21,NIRPO_T7,A3.3,T7,
44,0,48,12,U4,LC,70.23068710762593,-148.4436229,8/23/21,NIRPO_T7,A3.3,T7,
45,0,47,12,U4,R,70.23068404181267,-148.4436477,8/23/21,NIRPO_T7,A3.3,T7,
46,5,40,13,M2,T,70.23068097599597,-148.4436726,8/23/21,NIRPO_T7,A3.3,T7,
47,,57,14,U4,R,70.23067791017583,-148.4436975,8/23/21,NIRPO_T7,A3.3,T7,
48,,49,16,M2,LC,70.23067484435225,-148.4437224,8/23/21,NIRPO_T7,A3.3,T7,
49,,55,11,M2,LC,70.23067177852522,-148.4437473,8/23/21,NIRPO_T7,A3.3,T7,
50,4,46,14,M2,LC,70.23066871269477,-148.4437722,8/23/21,NIRPO_T7,A3.3,T7,
51,1,52,16,M4,LC,70.23066564686084,-148.443797,8/23/21,NIRPO_T7,A3.3,T7,
52,5,52,16,M4,LC,70.23066258,-148.4438219,8/23/21,NIRPO_T7,A3.3,T7,
53,5,52,17,M4,LC,70.23065952,-148.4438468,8/23/21,NIRPO_T7,A3.3,T7,
54,3,51,12,M4,LC,70.23065644933845,-148.4438717,8/23/21,NIRPO_T7,A3.3,T7,
55,0,53,12,M2,H,70.23065338349076,-148.4438966,8/23/21,NIRPO_T7,A3.3,T7,
56,9,45,15,M4,T,70.23065031763964,-148.4439215,8/23/21,NIRPO_T7,A3.3,T7,
57,10,45,18,M4,T,70.23064725178506,-148.4439463,8/23/21,NIRPO_T7,A3.3,T7,
58,6,45,20,M4,T,70.23064418592705,-148.4439712,8/23/21,NIRPO_T7,A3.3,T7,
59,1,48,10,M2,T,70.23064112006558,-148.4439961,8/23/21,NIRPO_T7,A3.3,T7,
60,1,45,12,M2,T,70.23063805420068,-148.444021,8/23/21,NIRPO_T7,A3.3,T7,
61,0,46,11,M2,LC,70.23063498833234,-148.4440459,8/23/21,NIRPO_T7,A3.3,T7,
62,0,45,10,M2,LC,70.23063192246056,-148.4440708,8/23/21,NIRPO_T7,A3.3,T7,
63,1,44,12,M2,LC,70.23062885658533,-148.4440956,8/23/21,NIRPO_T7,A3.3,T7,
64,3,44,16,M2,LC,70.23062579070665,-148.4441205,8/23/21,NIRPO_T7,A3.3,T7,
65,0,45,10,U4,R,70.23062272482451,-148.4441454,8/23/21,NIRPO_T7,A3.3,T7,
66,0,42,11,U4,R,70.23061965893896,-148.4441703,8/23/21,NIRPO_T7,A3.3,T7,
67,0,50,7,U4,R,70.23061659304996,-148.4441952,8/23/21,NIRPO_T7,A3.3,T7,
68,2,44,8,M2,T,70.23061353,-148.4442201,8/23/21,NIRPO_T7,A3.3,T7,
69,0,52,12,M2,F,70.23061046126162,-148.4442449,8/23/21,NIRPO_T7,A3.3,T7,
70,1,48,15,M2,F,70.23060739536228,-148.4442698,8/23/21,NIRPO_T7,A3.3,T7,
71,5,48,13,M4,F,70.23060433,-148.4442947,8/23/21,NIRPO_T7,A3.3,T7,
72,3,52,16,M4,F,70.23060126355327,-148.4443196,8/23/21,NIRPO_T7,A3.3,T7,
73,5,52,16,M4,F,70.23059819764362,-148.4443445,8/23/21,NIRPO_T7,A3.3,T7,
74,5,52,19,M4,F,70.23059513,-148.4443693,8/23/21,NIRPO_T7,A3.3,T7,
75,6,48,20,M4,F,70.23059206581394,-148.4443942,8/23/21,NIRPO_T7,A3.3,T7,
76,5,49,19,M4,F,70.23058899989395,-148.4444191,8/23/21,NIRPO_T7,A3.3,T7,
77,4,48,13,M4,F,70.23058593397052,-148.444444,8/23/21,NIRPO_T7,A3.3,T7,
78,0,48,18,M2,F,70.23058286804363,-148.4444689,8/23/21,NIRPO_T7,A3.3,T7,
79,4,48,17,M4,F,70.2305798,-148.4444938,8/23/21,NIRPO_T7,A3.3,T7,
80,4,49,16,M2,LC,70.23057673617953,-148.4445186,8/23/21,NIRPO_T7,A3.3,T7,
81,0,48,15,M2,LC,70.23057367024232,-148.4445435,8/23/21,NIRPO_T7,A3.3,T7,
82,0,42,17,M2,LC,70.23057060430166,-148.4445684,8/23/21,NIRPO_T7,A3.3,T7,
83,1,51,11,M2,LC,70.23056753835756,-148.4445933,8/23/21,NIRPO_T7,A3.3,T7,
84,1,50,10,M2,LC,70.23056447241002,-148.4446182,8/23/21,NIRPO_T7,A3.3,T7,
85,0,50,10,M2,LC,70.23056140645903,-148.4446431,8/23/21,NIRPO_T7,A3.3,T7,
86,0,48,12,M2,LC,70.23055834,-148.4446679,8/23/21,NIRPO_T7,A3.3,T7,
87,0,48,11,M2,LC,70.23055527454673,-148.4446928,8/23/21,NIRPO_T7,A3.3,T7,
88,0,47,14,M2,LC,70.23055220858541,-148.4447177,8/23/21,NIRPO_T7,A3.3,T7,
89,0,47,15,M2,LC,70.23054914262066,-148.4447426,8/23/21,NIRPO_T7,A3.3,T7,
90,0,42,13,M2,LC,70.23054607665246,-148.4447675,8/23/21,NIRPO_T7,A3.3,T7,
91,0,41,11,M2,LC,70.23054301,-148.4447924,8/23/21,NIRPO_T7,A3.3,T7,
92,0,38,13,U4,R,70.23053994470573,-148.4448172,8/23/21,NIRPO_T7,A3.3,T7,
93,0,47,8,U4,R,70.23053687872718,-148.4448421,8/23/21,NIRPO_T7,A3.3,T7,
94,0,40,12,M2,LC,70.23053381274521,-148.444867,8/23/21,NIRPO_T7,A3.3,T7,
95,0,45,10,M2,LC,70.23053074675978,-148.4448919,8/23/21,NIRPO_T7,A3.3,T7,
96,0,47,12,U4,H,70.23052768077093,-148.4449168,8/23/21,NIRPO_T7,A3.3,T7,
97,0,45,9,M2,LC,70.23052461477862,-148.4449417,8/23/21,NIRPO_T7,A3.3,T7,
98,0,44,10,M2,LC,70.23052154878287,-148.4449665,8/23/21,NIRPO_T7,A3.3,T7,
99,0,40,13,M2,LC,70.23051848278368,-148.4449914,8/23/21,NIRPO_T7,A3.3,T7,
100,0,42,12,U4,H,70.23051541678103,-148.4450163,8/23/21,NIRPO_T7,A3.3,T7,
101,0,46,10,M2,T,70.23051235077496,-148.4450412,8/23/21,NIRPO_T7,A3.3,T7,
102,0,40,14,M2,R,70.23050928476545,-148.4450661,8/23/21,NIRPO_T7,A3.3,T7,
103,0,41,12,U4,F,70.23050621875247,-148.4450909,8/23/21,NIRPO_T7,A3.3,T7,
104,0,37,9,U4,F,70.23050315273606,-148.4451158,8/23/21,NIRPO_T7,A3.3,T7,
105,0,45,8,U4,F,70.23050009,-148.4451407,8/23/21,NIRPO_T7,A3.3,T7,
106,0,35,13,M2,T,70.23049702069292,-148.4451656,8/23/21,NIRPO_T7,A3.3,T7,
107,0,48,7,U4,R,70.23049395466617,-148.4451905,8/23/21,NIRPO_T7,A3.3,T7,
108,0,50,10,M2,F,70.23049089,-148.4452154,8/23/21,NIRPO_T7,A3.3,T7,
109,0,59,12,M2,F,70.23048782260237,-148.4452402,8/23/21,NIRPO_T7,A3.3,T7,
110,0,60,10,M2,F,70.23048476,-148.4452651,8/23/21,NIRPO_T7,A3.3,T7,
111,0,57,9,M2,F,70.23048169052478,-148.44529,8/23/21,NIRPO_T7,A3.3,T7,
112,2,52,12,M2,F,70.23047862448082,-148.4453149,8/23/21,NIRPO_T7,A3.3,T7,
113,0,56,10,M2,H,70.23047555843343,-148.4453398,8/23/21,NIRPO_T7,A3.3,T7,
114,0,54,11,M2,F,70.23047249238259,-148.4453647,8/23/21,NIRPO_T7,A3.3,T7,
115,0,57,12,M2,F,70.23046942632831,-148.4453895,8/23/21,NIRPO_T7,A3.3,T7,
116,1,57,7,M4,F,70.23046636027057,-148.4454144,8/23/21,NIRPO_T7,A3.3,T7,
117,4,56,15,M4,F,70.23046329,-148.4454393,8/23/21,NIRPO_T7,A3.3,T7,
118,4,54,12,M4,F,70.23046022814478,-148.4454642,8/23/21,NIRPO_T7,A3.3,T7,
119,0,54,10,M2,F,70.23045716207673,-148.4454891,8/23/21,NIRPO_T7,A3.3,T7,
120,0,52,7,U4,H,70.23045409600523,-148.445514,8/23/21,NIRPO_T7,A3.3,T7,
121,0,54,11,U4,F,70.23045102993028,-148.4455388,8/23/21,NIRPO_T7,A3.3,T7,
122,0,53,14,M2,F,70.23044796385189,-148.4455637,8/23/21,NIRPO_T7,A3.3,T7,
123,0,51,10,U4,R,70.23044489777006,-148.4455886,8/23/21,NIRPO_T7,A3.3,T7,
124,0,48,7,U4,R,70.23044183168479,-148.4456135,8/23/21,NIRPO_T7,A3.3,T7,
125,0,52,13,U4,R,70.23043876559606,-148.4456384,8/23/21,NIRPO_T7,A3.3,T7,
126,0,39,11,U4,R,70.23043569950391,-148.4456632,8/23/21,NIRPO_T7,A3.3,T7,
127,0,48,7,U4,R,70.23043263,-148.4456881,8/23/21,NIRPO_T7,A3.3,T7,
128,0,48,14,U4,R,70.23042956730926,-148.445713,8/23/21,NIRPO_T7,A3.3,T7,
129,0,54,13,M2,F,70.23042650120676,-148.4457379,8/23/21,NIRPO_T7,A3.3,T7,
130,0,50,12,U4,R,70.23042343510083,-148.4457628,8/23/21,NIRPO_T7,A3.3,T7,
131,0,49,15,M2,F,70.23042036899145,-148.4457877,8/23/21,NIRPO_T7,A3.3,T7,
132,0,51,14,M2,F,70.23041730287862,-148.4458125,8/23/21,NIRPO_T7,A3.3,T7,
133,0,49,11,M2,F,70.23041423676236,-148.4458374,8/23/21,NIRPO_T7,A3.3,T7,
134,0,47,11,M2,F,70.23041117064265,-148.4458623,8/23/21,NIRPO_T7,A3.3,T7,
135,0,47,15,M2,F,70.2304081,-148.4458872,8/23/21,NIRPO_T7,A3.3,T7,
136,0,48,16,M2,F,70.23040503839292,-148.4459121,8/23/21,NIRPO_T7,A3.3,T7,
137,0,50,12,M2,F,70.23040197226288,-148.445937,8/23/21,NIRPO_T7,A3.3,T7,
138,0,48,13,M2,F,70.23039891,-148.4459618,8/23/21,NIRPO_T7,A3.3,T7,
139,0,49,12,U4,R,70.23039583999247,-148.4459867,8/23/21,NIRPO_T7,A3.3,T7,
140,0,47,14,U4,R,70.23039277,-148.4460116,8/23/21,NIRPO_T7,A3.3,T7,
141,0,51,8,U4,R,70.23038970770828,-148.4460365,8/23/21,NIRPO_T7,A3.3,T7,
142,0,48,11,U4,R,70.23038664156104,-148.4460614,8/23/21,NIRPO_T7,A3.3,T7,
143,0,51,16,U4,R,70.23038357541034,-148.4460862,8/23/21,NIRPO_T7,A3.3,T7,
144,23,53,0,U4,R,70.23038050925621,-148.4461111,8/23/21,NIRPO_T7,A3.3,T7,
145,39,51,0,U4,R,70.23037744309862,-148.446136,8/23/21,NIRPO_T7,A3.3,T7,
146,34,53,0,U4,R,70.23037437693759,-148.4461609,8/23/21,NIRPO_T7,A3.3,T7,
147,27,61,40,U4,R,70.23037131077311,-148.4461858,8/23/21,NIRPO_T7,A3.3,T7,
148,25,54,35,W,P,70.23036824,-148.4462107,8/23/21,NIRPO_T7,A3.3,T7,
149,18,52,30,E1,P,70.23036517843386,-148.4462355,8/23/21,NIRPO_T7,A3.3,T7,
150,0,54,18,M2,T,70.23036211225906,-148.4462604,8/23/21,NIRPO_T7,A3.3,T7,
151,0,50,14,U4,R,70.23035905,-148.4462853,8/23/21,NIRPO_T7,A3.3,T7,
152,0,57,10,M2,F,70.23035597989912,-148.4463102,8/23/21,NIRPO_T7,A3.3,T7,
153,0,55,11,E1,F,70.23035291,-148.4463351,8/23/21,NIRPO_T7,A3.3,T7,
154,0,56,0,E1,F,70.23034984752542,-148.44636,8/23/21,NIRPO_T7,A3.3,T7,
155,0,58,0,E1,F,70.23034678,-148.4463848,8/23/21,NIRPO_T7,A3.3,T7,
156,0,52,11,E1,F,70.23034371513795,-148.4464097,8/23/21,NIRPO_T7,A3.3,T7,
157,0,53,10,E1,F,70.23034064893903,-148.4464346,8/23/21,NIRPO_T7,A3.3,T7,
158,0,50,10,E1,F,70.23033758,-148.4464595,8/23/21,NIRPO_T7,A3.3,T7,
159,0,54,10,E1,F,70.23033451653092,-148.4464844,8/23/21,NIRPO_T7,A3.3,T7,
160,0,53,12,E1,F,70.23033145032167,-148.4465092,8/23/21,NIRPO_T7,A3.3,T7,
161,0,55,11,E1,F,70.23032838,-148.4465341,8/23/21,NIRPO_T7,A3.3,T7,
162,0,51,12,E1,F,70.23032531789288,-148.446559,8/23/21,NIRPO_T7,A3.3,T7,
163,0,50,5,E1,F,70.23032225167333,-148.4465839,8/23/21,NIRPO_T7,A3.3,T7,
164,0,50,9,E1,F,70.23031918545031,-148.4466088,8/23/21,NIRPO_T7,A3.3,T7,
165,0,52,10,E1,F,70.23031611922387,-148.4466337,8/23/21,NIRPO_T7,A3.3,T7,
166,0,50,14,M4,F,70.23031305299398,-148.4466585,8/23/21,NIRPO_T7,A3.3,T7,
167,0,55,12,M4,F,70.23030998676064,-148.4466834,8/23/21,NIRPO_T7,A3.3,T7,
168,0,50,10,M4,F,70.23030692052387,-148.4467083,8/23/21,NIRPO_T7,A3.3,T7,
169,0,48,13,M4,F,70.23030385428365,-148.4467332,8/23/21,NIRPO_T7,A3.3,T7,
170,0,36,16,M4,F,70.23030078803998,-148.4467581,8/23/21,NIRPO_T7,A3.3,T7,
171,1,55,15,M4,F,70.23029772179288,-148.4467829,8/23/21,NIRPO_T7,A3.3,T7,
172,11,48,16,M4,T,70.23029465554232,-148.4468078,8/23/21,NIRPO_T7,A3.3,T7,
173,0,58,13,M4,F,70.23029158928833,-148.4468327,8/23/21,NIRPO_T7,A3.3,T7,
174,0,50,14,M4,F,70.23028852,-148.4468576,8/23/21,NIRPO_T7,A3.3,T7,
175,0,57,15,M4,F,70.23028545677002,-148.4468825,8/23/21,NIRPO_T7,A3.3,T7,
176,0,51,15,M4,F,70.23028239050569,-148.4469074,8/23/21,NIRPO_T7,A3.3,T7,
177,0,51,15,M4,F,70.23027932423793,-148.4469322,8/23/21,NIRPO_T7,A3.3,T7,
178,0,54,16,M4,F,70.23027625796672,-148.4469571,8/23/21,NIRPO_T7,A3.3,T7,
179,0,53,15,M4,F,70.23027319169206,-148.446982,8/23/21,NIRPO_T7,A3.3,T7,
180,0,57,14,M4,F,70.23027012541397,-148.4470069,8/23/21,NIRPO_T7,A3.3,T7,
181,0,52,15,M4,F,70.23026705913243,-148.4470318,8/23/21,NIRPO_T7,A3.3,T7,
182,0,52,13,M4,F,70.23026399284744,-148.4470566,8/23/21,NIRPO_T7,A3.3,T7,
183,0,56,15,M4,F,70.23026092655903,-148.4470815,8/23/21,NIRPO_T7,A3.3,T7,
184,0,52,14,M4,F,70.23025786026716,-148.4471064,8/23/21,NIRPO_T7,A3.3,T7,
185,0,53,10,M4,F,70.23025479397184,-148.4471313,8/23/21,NIRPO_T7,A3.3,T7,
186,0,48,13,M2,F,70.23025172767308,-148.4471562,8/23/21,NIRPO_T7,A3.3,T7,
187,0,50,14,M2,F,70.23024866,-148.4471811,8/23/21,NIRPO_T7,A3.3,T7,
188,0,44,10,M2,F,70.23024559506524,-148.4472059,8/23/21,NIRPO_T7,A3.3,T7,
189,0,53,7,M2,F,70.23024252875615,-148.4472308,8/23/21,NIRPO_T7,A3.3,T7,
190,0,44,9,M2,F,70.23023946244363,-148.4472557,8/23/21,NIRPO_T7,A3.3,T7,
191,0,44,10,U4,R,70.23023639612765,-148.4472806,8/23/21,NIRPO_T7,A3.3,T7,
192,0,39,12,U4,R,70.23023332980824,-148.4473055,8/23/21,NIRPO_T7,A3.3,T7,
193,0,43,5,U4,R,70.23023026,-148.4473304,8/23/21,NIRPO_T7,A3.3,T7,
194,0,45,10,U4,R,70.2302272,-148.4473552,8/23/21,NIRPO_T7,A3.3,T7,
195,0,44,12,M2,T,70.23022413082936,-148.4473801,8/23/21,NIRPO_T7,A3.3,T7,
196,0,40,14,M2,T,70.23022106449616,-148.447405,8/23/21,NIRPO_T7,A3.3,T7,
197,0,44,14,U4,R,70.23021799815953,-148.4474299,8/23/21,NIRPO_T7,A3.3,T7,
198,0,42,11,U4,R,70.23021493181946,-148.4474548,8/23/21,NIRPO_T7,A3.3,T7,
199,0,43,10,U4,R,70.23021186547594,-148.4474796,8/23/21,NIRPO_T7,A3.3,T7,
200,0,30,11,U4,R,70.23020879912899,-148.4475045,8/23/21,NIRPO_T7,A3.3,T7,
0,,,,U4,R,70.23172599999998,-148.456778,8/23/21,NIRPO_T8,A3.3,T8,
1,0,31,12,M2,T,70.23172179194208,-148.4568014,8/23/21,NIRPO_T8,A3.3,T8,
2,0,31,8,U3,R,70.23171758,-148.4568248,8/23/21,NIRPO_T8,A3.3,T8,
3,0,40,10,U4,LC,70.23171338,-148.4568481,8/23/21,NIRPO_T8,A3.3,T8,
4,0,42,11,U4,LC,70.23170916775005,-148.4568715,8/23/21,NIRPO_T8,A3.3,T8,
5,0,38,12,U4,LC,70.23170495967996,-148.4568949,8/23/21,NIRPO_T8,A3.3,T8,
6,0,45,14,U4,LC,70.23170075160684,-148.4569183,8/23/21,NIRPO_T8,A3.3,T8,
7,4,43,20,M2,LC,70.23169654353066,-148.4569417,8/23/21,NIRPO_T8,A3.3,T8,
8,0,43,9,M2,LC,70.23169233545144,-148.4569651,8/23/21,NIRPO_T8,A3.3,T8,
9,0,44,12,M2,LC,70.23168813,-148.4569884,8/23/21,NIRPO_T8,A3.3,T8,
10,0,47,11,M2,LC,70.23168392,-148.4570118,8/23/21,NIRPO_T8,A3.3,T8,
11,0,45,18,M4,T,70.23167971119557,-148.4570352,8/23/21,NIRPO_T8,A3.3,T8,
12,0,54,17,U4,R,70.23167550310419,-148.4570586,8/23/21,NIRPO_T8,A3.3,T8,
13,0,34,14,M2,F,70.23167129500976,-148.457082,8/23/21,NIRPO_T8,A3.3,T8,
14,0,41,12,M2,F,70.23166708691231,-148.4571053,8/23/21,NIRPO_T8,A3.3,T8,
15,0,40,15,M2,F,70.23166288,-148.4571287,8/23/21,NIRPO_T8,A3.3,T8,
16,0,41,9,M2,P,70.23165867070826,-148.4571521,8/23/21,NIRPO_T8,A3.3,T8,
17,0,42,10,M2,F,70.23165446260167,-148.4571755,8/23/21,NIRPO_T8,A3.3,T8,
18,0,44,12,M2,F,70.23165025449205,-148.4571989,8/23/21,NIRPO_T8,A3.3,T8,
19,0,45,13,M2,F,70.23164604637938,-148.4572223,8/23/21,NIRPO_T8,A3.3,T8,
20,2,45,15,M2,F,70.23164183826367,-148.4572456,8/23/21,NIRPO_T8,A3.3,T8,
21,3,47,15,M2,F,70.23163763014492,-148.457269,8/23/21,NIRPO_T8,A3.3,T8,
22,1,47,11,M2,F,70.23163342202312,-148.4572924,8/23/21,NIRPO_T8,A3.3,T8,
23,3,45,14,M2,F,70.23162921389829,-148.4573158,8/23/21,NIRPO_T8,A3.3,T8,
24,2,44,16,M2,F,70.23162500577043,-148.4573392,8/23/21,NIRPO_T8,A3.3,T8,
25,2,45,15,M2,F,70.23162079763951,-148.4573625,8/23/21,NIRPO_T8,A3.3,T8,
26,1,46,15,M2,F,70.23161658950555,-148.4573859,8/23/21,NIRPO_T8,A3.3,T8,
27,1,43,13,M2,F,70.23161238136856,-148.4574093,8/23/21,NIRPO_T8,A3.3,T8,
28,0,46,16,U4,R,70.23160817322852,-148.4574327,8/23/21,NIRPO_T8,A3.3,T8,
29,0,41,15,U4,R,70.23160396508543,-148.4574561,8/23/21,NIRPO_T8,A3.3,T8,
30,0,41,16,M2,F,70.23159975693932,-148.4574794,8/23/21,NIRPO_T8,A3.3,T8,
31,0,40,18,M2,F,70.23159554879015,-148.4575028,8/23/21,NIRPO_T8,A3.3,T8,
32,1,44,12,M2,F,70.23159134063795,-148.4575262,8/23/21,NIRPO_T8,A3.3,T8,
33,0,44,15,M2,F,70.23158713,-148.4575496,8/23/21,NIRPO_T8,A3.3,T8,
