SiteIDYear,SiteID,SiteIDShort,SiteIDFld,Project,Date,Time,Year,ObservEnv,ObservVeg,ObservSoil,ObservWat,ObservDLog,ObservOther,LocBiome,LocEcoregion,LocLandmark,LocCode,LatWGS84,LonWGS84,ElevEllip_m,LatNAD83-11,LonNAD83-11,ElevOrtho_m,ElevMeth,PlotType,PlotSize_m,PlotRepeat,PlotPhotos,PlotVegID,PlotSoilID,PlotWatID,PlotDlogID,Treatment,TreatAggr,Physiog,Slope_deg,Aspect_deg,Aspect_Card,GeomSurfFld,GeomSurfFnl,GeomSurfAlt,GeomSubFld,GeomSubFnl,GeomSurfSub,GeomDom,GeomAggr,TopoMacro,TopoMicro,TopoRelief_cm,TopoDepress_m,TkarstType,TKarstStage,TKarstStageAlt,SurfRockPct,SurfFrostScarPct,WaterDep_cm,WaterAbvBlw,WaterSat30,WaterRegNWI,WaterpH,WaterEC_uScm,SoilpH10,SoilpH40,SoilpHGrad,SoilEC10_uScm,SitepH,SiteEC_uScm,SiteChem,SoilMotlDep_cm,SoilGleyDep_cm,SoilDrainage,SoilMoisture,SoilHydric,SoilOrgSurfThk_cm,SoilOrgCum40_cm,SoilOrgPostTK_cm,SoilTxtMin40,SoilTxtDom40,SoilSiltThk_cm,SoilRockDep_cm,SoilThawDep_cm,SoilFrostBot_cm,SoilCryoturb,SoilPFrost,SoilIceWdgDep_cm,SoilObsDep_cm,SoilStrat,SoilSamples,SoilMethod,SoilClassFld,SoilClassFnl,SoilClassEd,SoilLandscape,VegClass4Fld,VegClass4Fnl,VegClass4Alt,VegStruct,VegDomSpec,VegFlorClass,VegMethod,VegQual,DisturbClass,DisturbYear,DisturbInterv,EcotypeFld,EcotypeLvl8,Wetland,NotesFld,NotesOff,ClimMAAT_C,ClimMAP_mm,ClimMethod,DataRevEnv,DataRevSoil,DataRevVeg,DataOrigin,OutlierEnv,OutlierVeg,References,WaterStore_m,CarbStock_kgm2,CarbWat_SumDepth,CarbStock_PostTK_kgm2,FolderPath,FolderStatus,WebSiteUploadTxt
CD-T15-08-1996,CD-T15-08,T15-08,,ARCO Colville ELS,8/14/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.43,-150.7,1.1,9999,9999,1.1,level,soil-veg,5 m rad,1,y,nd,CD-T15-08-1996,na,na,nd,nd,C,0,0,,Fdoi,Fdoi,ND,ND,ND,Fdoi/ND,Fdoi,Fdoi,Fi,Pd,999,999,UD,UD,ND,0,0,0,b,y,Ni,6.9,2000,0,0,999,0,6.9,2000,L,999,999,Pv,W,y,0,18,0,L,O,9999,9999,44,999,u,P,999,44,y,n,L,ND,nd,nd,ACO,Hwhg,Hgwst,nd,MS,Dupfis-Eriang-Erirus,nd,O,P,A,0,0,COWKMS,ACWMS,U,,Coastal Wet Meadow,99,999,nd,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T15-08,table,3/31/23
CD-T15-09-1996,CD-T15-09,T15-09,,ARCO Colville ELS,8/14/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.43,-150.7,1.17,9999,9999,1.17,level,soil-veg,5 m rad,1,y,nd,CD-T15-09-1996,na,na,nd,nd,C,0,0,,Fdoi,Fdoi,ND,ND,ND,Fdoi/ND,Fdoi,Fdoi,Fi,Np,999,999,UD,UD,ND,0,0,-12,b,y,Ni,6.8,2000,0,0,999,0,6.8,2000,L,999,999,Ps,M,y,1,16,0,L,O,9999,9999,45,999,u,P,999,45,y,n,L,ND,nd,nd,ACO,Sdwh,Sdwgh,Sdwgh,SD,Salova-Dupfis-Eriang,nd,O,P,A,0,0,COMKSD,ACMSD,u,,Coastal Dwarf Scrub,99,999,nd,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T15-09,table,3/31/23
CD-T15-10-1996,CD-T15-10,T15-10,,ARCO Colville ELS,8/14/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.43,-150.7,0.83,9999,9999,0.83,level,soil-veg,5 m rad,1,y,nd,CD-T15-10-1996,na,na,nd,nd,R,0,0,,Fdch,Fdci,ND,ND,ND,Fdci/ND,Fdci,Fdci,Fi,Np,999,999,UD,UD,ND,0,0,5,a,y,Nse,6.6,1510,0,0,999,0,6.6,1510,C,999,999,PV,W,y,1,9,0,L,O,9999,9999,33,999,u,P,999,33,y,n,L,ND,nd,nd,ARO,Hag,Hgwst,nd,MS,Dupfis-Caraqu-Arcful,nd,O,P,A,0,0,ROWCMS,ARWMS,U,,Riverine Marsh,99,999,nd,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T15-10,table,3/31/23
CD-T16-00-1996,CD-T16-00,T16-00,,ARCO Colville ELS,8/2/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.23,-150.26,-0.22,9999,9999,-0.22,level,soil-veg,5 m rad,1,y,nd,CD-T16-00-1996,na,na,nd,nd,R,0,0,,Wert,Wert,ND,ND,ND,Wert/ND,Wert,Wert,W,Np,999,999,UD,UD,ND,0,0,999,u,U,Np,0,0,0,0,999,0,0,0,x,999,999,F,A,U,0,0,0,G,G,9999,0,115,999,u,P,999,115,y,n,L,ND,nd,nd,ARG,Bbg,Wf,nd,RW,Caraqu,nd,O,P,A,0,0,RGAURW,ARRW,u,,Riverine Barrens,99,999,nd,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T16-00,table,3/31/23
CD-T16-01-1996,CD-T16-01,T16-01,,ARCO Colville ELS,8/2/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.23,-150.26,1.72,9999,9999,1.72,level,soil-veg,5 m rad,1,y,nd,CD-T16-01-1996,na,na,nd,nd,U,0,0,,Esa,Esa,ND,ND,ND,Esa/ND,Esa,Esa,E,Es,999,999,UD,UD,ND,0,0,999,u,n,U,0,0,8.3,0,999,30,8.3,30,B,999,999,W,D,n,0,0,0,S,S,9999,9999,90,999,u,P,999,90,y,n,L,ND,Gopt,11,AUS,Slow,Slow,nd,SL,Salgla-Sallan-Salala/Astalp,nd,O,P,Nged,0,0,USDBSL,AUDSL,U,,Upland Sandy Low Scrub,99,999,nd,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T16-01,table,3/31/23
CD-T16-02-1996,CD-T16-02,T16-02,,ARCO Colville ELS,8/2/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.23,-150.27,2.5,9999,9999,2.5,level,soil-veg,5 m rad,1,y,nd,CD-T16-02-1996,na,na,nd,nd,R,0,0,,Fmoi,Fmoi,ND,ND,ND,Fmoi/ND,Fmoi,Fmoi,Fi,Plll,999,999,UD,UD,ND,0,0,999,u,n,Ni,0,0,0,0,999,0,0,0,x,999,999,W,M,U,1,4,0,S,S,9999,9999,89,999,u,P,999,89,y,n,L,ND,Gopt,11,ARS,Sdd,Sddt,ND,SD,Dryint-Salret/mosses,nd,O,P,A,0,0,RSMUSD,ARDSD,u,,Riverine Dwarf Scrub,99,999,nd,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T16-02,table,3/31/23
CD-T16-03-1996,CD-T16-03,T16-03,,ARCO Colville ELS,8/2/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.23,-150.27,1.9,9999,9999,1.9,level,soil-veg,5 m rad,1,y,nd,CD-T16-03-1996,na,na,nd,nd,R,0,0,,Fmoi,Fmoi,ND,ND,ND,Fmoi/ND,Fmoi,Fmoi,Fi,Np,999,999,UD,UD,ND,0,0,-54,b,n,Ni,6.8,270,0,0,999,0,6.8,270,C,999,999,Wm,M,U,3,3,0,G,G,9999,19,99,999,u,P,999,99,y,n,L,ND,nd,nd,ARG,Hmss,Sdds,ND,SD,Dryint-Equvar-Salret-Carex spp./mosses,nd,O,P,A,0,0,RGMCSD,ARMMD,u,,Riverine Moist Meadow,99,999,nd,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T16-03,table,3/31/23
CD-T16-04-1996,CD-T16-04,T16-04,,ARCO Colville ELS,8/2/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.23,-150.27,2.47,9999,9999,2.47,level,soil-veg,5 m rad,1,y,nd,CD-T16-04-1996,na,na,nd,nd,L,0,0,,Fmob,Fmob,ND,ND,ND,Fmob/ND,Fmob,Fmob,Fi,Phl,999,999,UD,UD,ND,0,0,-28,b,y,Nsa,0,0,6.8,0,999,90,6.8,90,C,999,999,Ps,M,y,5,16,0,L,L,9999,9999,28,999,u,P,999,28,y,n,L,ND,nd,nd,ALL,Hmss,Hgmsd,ND,MD,Dryint-Carbig-Erivag/mosses,nd,O,P,A,0,0,LLMCSD,ALMMD,U,,Lowland Moist Meadow,99,999,nd,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T16-04,table,3/31/23
CD-T16-05-1996,CD-T16-05,T16-05,,ARCO Colville ELS,8/2/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.23,-150.27,2.52,9999,9999,2.52,level,soil-veg,5 m rad,1,y,nd,CD-T16-05-1996,na,na,nd,nd,L,0,0,,Fmob,Fmob,ND,ND,ND,Fmob/ND,Fmob,Fmob,Fi,Np,999,999,UD,UD,ND,0,0,0,b,y,Nsa,6.3,260,0,0,999,0,6.3,260,C,999,999,Pv,W,y,30,30,0,P,P,9999,9999,44,999,P,P,999,44,y,n,L,ND,Terric Fibristels ,11,ALP,Hwsw,Hgwst,nd,MS,Eriang-Carmem-Carsax,nd,O,P,A,0,0,LPWCMS,ALWMS,U,,Lowland Wet Meadow,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T16-05,table,3/31/23
CD-T16-06-1996,CD-T16-06,T16-06,,ARCO Colville ELS,8/2/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.23,-150.27,3.44,9999,9999,3.44,level,soil-veg,5 m rad,1,y,nd,CD-T16-06-1996,na,na,nd,nd,U,0,0,,Cs,Cs,ND,ND,ND,Cs/ND,Cs,Cs,Sl,Ms,999,999,UD,UD,ND,0,0,-49,b,n,U,0,0,7.6,0,999,60,7.6,60,B,999,999,Ps,M,n,6,6,0,L,L,9999,9999,49,999,u,P,999,49,y,n,L,ND,nd,nd,AUL,Sdd,Sdds,ND,SD,Dryint-Carbig-Eriang/mosses,nd,O,P,A,0,0,ULMBSD,AUMSD,U,,Upland Loamy Dwarf Scrub,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T16-06,table,3/31/23
CD-T16-07-1996,CD-T16-07,T16-07,,ARCO Colville ELS,8/2/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.23,-150.27,5.7,9999,9999,5.7,level,soil-veg,5 m rad,1,y,nd,CD-T16-07-1996,na,na,nd,nd,U,0,0,,Mp,Mp,ND,ND,ND,Mp/ND,Mp,Mp,Sb,Ms,999,999,UD,UD,ND,0,0,999,u,U,Nsa,0,0,8.3,0,999,80,8.3,80,B,999,999,W,D,U,2,5,0,S,S,9999,9999,80,999,P,P,999,80,y,n,L,ND,Gtpt,11,AUS,Sdd,Sddl,ND,SD,Dryint-Castet/lichens,nd,O,P,A,0,0,USDBSD,AUDSD,U,,Upland Loamy Dwarf Scrub,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T16-07,table,3/31/23
CD-T16-08-1996,CD-T16-08,T16-08,,ARCO Colville ELS,8/3/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.23,-150.27,8.58,9999,9999,8.58,level,soil-veg,5 m rad,1,y,nd,CD-T16-08-1996,na,na,nd,nd,U,0,0,,Mp,Mp,ND,ND,ND,Mp/ND,Mp,Mp,Fi,Ff,999,999,UD,UD,ND,0,0,-55,b,n,U,0,0,7.6,0,999,80,7.6,80,B,999,999,Ps,M,n,6,6,0,L,L,9999,9999,55,999,u,P,999,55,y,n,L,ND,nd,nd,AUL,Sdd,Sdds,ND,SD,Dryint-Carbig-Salarc/Tomnit,nd,O,P,A,0,0,ULMBSD,AUMSD,U,,Upland Loamy Dwarf Scrub,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T16-08,table,3/31/23
CD-T16-09-1996,CD-T16-09,T16-09,,ARCO Colville ELS,8/3/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.23,-150.27,9.87,9999,9999,9.87,level,soil-veg,5 m rad,1,y,nd,CD-T16-09-1996,na,na,nd,nd,L,0,0,,Mp,Mp,ND,ND,ND,Mp/ND,Mp,Mp,Fi,Fh,999,999,UD,UD,ND,0,0,-41,b,n,U,0,0,6.5,0,999,88,6.5,88,C,999,999,Ps,M,n,10,10,0,L,O,9999,9999,41,999,U,P,999,41,y,n,L,ND,nd,nd,ALO,Hmss,Hgmsd,nd,MD,Eriang-Erivag-Carbig/Dryint,nd,O,P,A,0,0,LOMCMD,ALMMD,U,,Lowland Moist Meadow,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T16-09,table,3/31/23
CD-T16-10-1996,CD-T16-10,T16-10,,ARCO Colville ELS,8/3/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.23,-150.27,10.02,9999,9999,10.02,level,soil-veg,5 m rad,1,y,nd,CD-T16-10-1996,na,na,nd,nd,L,0,0,,Mp,Mp,ND,ND,ND,Mp/ND,Mp,Mp,Fi,Fh,999,999,UD,UD,ND,0,0,-46,b,n,U,0,0,6.5,0,999,59.8,6.5,59.8,C,999,999,Ps,M,n,17,17,0,L,O,9999,9999,46,999,U,P,999,45,y,n,L,ND,nd,nd,ALO,Hmss,Hgmsd,nd,MD,Carsax-Carmis-Carmem/Dryint,nd,O,P,A,0,0,LOMCMD,ALMMD,U,,Lowland Moist Meadow,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T16-10,table,3/31/23
CD-T16-11-1996,CD-T16-11,T16-11,,ARCO Colville ELS,8/3/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.23,-150.27,10.09,9999,9999,10.09,level,soil-veg,5 m rad,1,y,nd,CD-T16-11-1996,na,na,nd,nd,L,0,0,,Ldi,Ldi,ND,ND,ND,Ldi/ND,Ldi,Ldi,Fi,Ms,999,999,BL,SA,ND,0,0,-20,b,y,Nse,0,0,6.5,0,999,344,6.5,344,C,999,999,Ps,M,y,22,22,0,P,P,9999,9999,45,999,A,P,999,45,y,n,L,ND,Terric Fibristels ,11,ALP,Hmss,Hgmsd,nd,MD,Carmem-Eriang/Dryint,nd,O,P,A,0,0,LPMCMD,ALMMD,U,,Lowland Moist Meadow,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T16-11,table,3/31/23
CD-T16-12-1996,CD-T16-12,T16-12,,ARCO Colville ELS,8/3/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.23,-150.27,10.04,9999,9999,10.04,level,soil-veg,5 m rad,1,y,nd,CD-T16-12-1996,na,na,nd,nd,L,0,0,,Ldi,Ldi,ND,ND,ND,Ldi/ND,Ldi,Ldi,Fi,Pm,999,999,BL,SA,ND,0,0,0,b,y,Nse,6.4,548,0,0,999,0,6.4,548,C,999,999,Pv,W,y,30,30,0,P,P,9999,9999,46,999,A,P,999,46,y,n,L,ND,Terric Fibristels ,11,ALP,Has,Hgwst,nd,MS,Carmem-Carsax-Caraqu,nd,O,P,A,0,0,LPWCMS,ALWMS,u,,Lowland Wet Meadow,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T16-12,table,3/31/23
CD-T17-01-1996,CD-T17-01,T17-01,,ARCO Colville ELS,8/8/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.24,-150.37,0.63,9999,9999,0.63,level,soil-veg,5 m rad,1,y,nd,CD-T17-01-1996,na,na,nd,nd,P,0,0,,Ldn,Ldn,ND,ND,ND,Ldn/ND,Ldn,Ldn,Fi,Np,999,999,BL,SI,ND,0,0,-5,b,y,Nse,6.6,249,0,0,999,0,6.6,249,C,999,999,Pv,W,y,9,9,0,L,O,9999,9999,44,999,u,P,999,44,y,n,L,ND,nd,nd,APO,Hwsw,Hgwst,nd,MS,Erirus-Eriang-Caraqu,nd,O,P,A,0,0,POWCMS,APWMS,U,,Lacustrine Wet Meadow,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T17-01,table,3/31/23
CD-T17-02-1996,CD-T17-02,T17-02,,ARCO Colville ELS,8/8/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.24,-150.37,0.52,9999,9999,0.52,level,soil-veg,5 m rad,1,y,nd,CD-T17-02-1996,na,na,nd,nd,P,0,0,,Ldn,Ldn,ND,ND,ND,Ldn/ND,Ldn,Ldn,Fi,Np,999,999,BL,SI,ND,0,0,0,b,y,Nse,6.9,282,0,0,999,0,6.9,282,C,999,999,Pv,W,y,30,30,0,L,O,9999,9999,42,999,u,P,999,42,y,n,L,ND,nd,nd,APO,Hwsw,Hgwst,nd,MS,Caraqu-Eriang,nd,O,P,A,0,0,POWCMS,APWMS,U,,Lacustrine Wet Meadow,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T17-02,table,3/31/23
CD-T17-03-1996,CD-T17-03,T17-03,,ARCO Colville ELS,8/8/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.24,-150.36,0.61,9999,9999,0.61,level,soil-veg,5 m rad,1,y,nd,CD-T17-03-1996,na,na,nd,nd,P,0,0,,Ldn,Ldn,ND,ND,ND,Ldn/ND,Ldn,Ldn,Fi,Pd,999,999,BL,SI,ND,0,0,0,b,y,Nse,7.4,659,0,0,999,0,7.4,659,B,999,999,Pv,W,y,17,17,0,L,L,9999,9999,66,999,U,P,999,66,y,n,L,ND,nd,nd,APL,Hwsw,Hgwst,nd,MS,Eriang-Carsax-Caraqu,nd,O,P,A,0,0,PLWBMS,APWMS,U,,Lacustrine Wet Meadow,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T17-03,table,3/31/23
CD-T17-04-1996,CD-T17-04,T17-04,,ARCO Colville ELS,8/8/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.24,-150.36,1.05,9999,9999,1.05,level,soil-veg,5 m rad,1,y,nd,CD-T17-04-1996,na,na,nd,nd,P,0,0,,Ldn,Ldn,ND,ND,ND,Ldn/ND,Ldn,Ldn,Fi,Pd,999,999,BL,SI,ND,0,0,0,b,y,Nse,7.1,793,0,0,999,0,7.1,793,C,999,999,Pv,W,y,19,19,0,S,O,9999,9999,84,999,A,P,999,84,y,n,L,ND,Goap,11,APO,Hwsw,Hgwst,nd,MS,Caraqu-Carmem,nd,O,P,A,0,0,POWCMS,APWMS,U,,Lacustrine Wet Meadow,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T17-04,table,3/31/23
CD-T17-05-1996,CD-T17-05,T17-05,,ARCO Colville ELS,8/8/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.24,-150.35,1.61,9999,9999,1.61,level,soil-veg,5 m rad,1,y,nd,CD-T17-05-1996,na,na,nd,nd,L,0,0,,Ldi,Ldi,ND,ND,ND,Ldi/ND,Ldi,Ldi,Fi,Plll,999,999,BL,SA,ND,0,0,999,u,U,Nse,7.6,658,0,0,999,0,7.6,658,B,999,999,Ps,M,y,3,3,0,S,S,9999,9999,88,999,A,P,999,88,y,n,L,ND,Goap,11,ALS,Hmss,Hgmsd,nd,MD,Carbig-Eriang/Castet-Dryint,nd,O,P,A,0,0,LSMBMD,ALMMD,U,,Lowland Moist Meadow,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T17-05,table,3/31/23
CD-T17-06-1996,CD-T17-06,T17-06,,ARCO Colville ELS,8/8/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.24,-150.35,2.22,9999,9999,2.22,level,soil-veg,5 m rad,1,y,nd,CD-T17-06-1996,na,na,nd,nd,U,0,0,,Mp,Mp,ND,ND,ND,Mp/ND,Mp,Mp,Fi,Plll,999,999,UD,UD,ND,0,0,-34,b,n,Nsa,0,0,0,0,999,0,0,0,x,999,999,Ps,M,y,6,18,0,L,O,9999,9999,34,999,U,P,999,34,y,n,L,ND,nd,nd,AUO,Hmt,Hgmtd,nd,MT,Erivag-Salpla-Eriang/Dryint-Castet,nd,O,P,A,0,0,UOMUMT,AUMSK,U,,Upland Tussock Meadow,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T17-06,table,3/31/23
CD-T17-07-1996,CD-T17-07,T17-07,,ARCO Colville ELS,8/8/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.24,-150.35,2.23,9999,9999,2.23,level,soil-veg,5 m rad,1,y,nd,CD-T17-07-1996,na,na,nd,nd,L,0,0,,Mp,Mp,ND,ND,ND,Mp/ND,Mp,Mp,Fi,Phl,999,999,UD,UD,ND,0,0,-30,b,y,Nsa,0,0,0,0,999,0,0,0,x,999,999,Ps,M,y,15,15,0,L,L,9999,9999,30,999,U,P,999,30,y,n,L,ND,nd,nd,ALL,Hmss,Hgmtd,nd,MT,Erivag-Eriang/Dryint,nd,O,P,A,0,0,LLMUMT,ALMMT,U,,Lowland Moist Meadow,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T17-07,table,3/31/23
CD-T18-01-1996,CD-T18-01,T18-01,,ARCO Colville ELS,8/15/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.29,-150.73,2.27,9999,9999,2.27,level,Perm-Soil-Veg,5 m rad,1,y,nd,CD-T18-01-1996,na,na,nd,nd,C,0,0,,Fdca,Fdca,ND,ND,ND,Fdca/ND,Fdca,Fdca,Fb,Np,999,999,UD,UD,ND,0,0,999,u,n,Nse,0,0,0,0,999,0,0,0,x,999,999,Wm,M,U,0,0,0,L,L,9999,9999,90,999,u,P,999,146,y,n,S,Gthg,Gthg,12,ACL,Bpv,Hgdl,Hgdl,MG,Descae/Equvar-Stellaria sp.,nd,O,P,Ngfd,0,0,CLMUMG,ACMMG,u,,Coastal Barrens,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T18-01,table,3/31/23
CD-T18-01b-1996,CD-T18-01b,T18-01b,,ARCO Colville ELS,8/15/96 0:00,,1996,Jorgenson/Pullman,Roth/Raynolds,Jorgenson/Pullman,n,n,n,A,Beaufort Coast,Colville Delta,CRD,70.29,-150.73,3.93,9999,9999,3.93,level,soil-veg,5 m rad,1,y,nd,CD-T18-01b-1996,na,na,nd,nd,R,0,0,,Fdoa,Fdoa,ND,ND,ND,Fdoa/ND,Fdoa,Fdoa,Fi,Np,999,999,UD,UD,ND,0,0,999,u,U,Ni,0,0,7.9,0,999,130,7.9,130,B,999,999,W,D,U,3,3,0,L,L,9999,9999,99,999,u,P,999,98,y,n,L,Gthg,Gthg,12,ARL,Stcw,Stcw,Stcw,ST,Salala/Astumb-Astabo,nd,O,P,A,0,0,RLDBST,AUDST,u,,Riverine Low and Tall Scrub,99,999,ND,n,n,n,ABR/CPAI,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\CD-T18-01b,photos chart table,3/31/23
